assigned_unid,report_date,capital_called_in_period,distributions_in_period
0OhJnjbEk9uP0J2Ar3pz,"2011-12-31 00:00:00",0,0
0OhJnjbEk9uP0J2Ar3pz,"2012-03-31 00:00:00",490362,0
0OhJnjbEk9uP0J2Ar3pz,"2012-06-30 00:00:00",5488397,0
0OhJnjbEk9uP0J2Ar3pz,"2012-09-30 00:00:00",6512465,0
0OhJnjbEk9uP0J2Ar3pz,"2012-12-31 00:00:00",6570615,0
0OhJnjbEk9uP0J2Ar3pz,"2013-03-31 00:00:00",9884228,0
0OhJnjbEk9uP0J2Ar3pz,"2013-06-30 00:00:00",0,511038
0OhJnjbEk9uP0J2Ar3pz,"2013-09-30 00:00:00",0,0
0OhJnjbEk9uP0J2Ar3pz,"2013-12-31 00:00:00",0,0
0OhJnjbEk9uP0J2Ar3pz,"2014-03-31 00:00:00",13084933,0
0OhJnjbEk9uP0J2Ar3pz,"2014-06-30 00:00:00",8517885,1125703
0OhJnjbEk9uP0J2Ar3pz,"2014-09-30 00:00:00",2814831,0
0OhJnjbEk9uP0J2Ar3pz,"2014-12-31 00:00:00",7558135,0
0OhJnjbEk9uP0J2Ar3pz,"2015-03-31 00:00:00",0,0
0OhJnjbEk9uP0J2Ar3pz,"2015-06-30 00:00:00",2453493,1503716
0OhJnjbEk9uP0J2Ar3pz,"2015-09-30 00:00:00",0,3416344
0OhJnjbEk9uP0J2Ar3pz,"2015-12-31 00:00:00",9323359,0
0OhJnjbEk9uP0J2Ar3pz,"2016-03-31 00:00:00",3545364,0
0OhJnjbEk9uP0J2Ar3pz,"2016-06-30 00:00:00",0,1307307
0OhJnjbEk9uP0J2Ar3pz,"2016-09-30 00:00:00",0,0
0OhJnjbEk9uP0J2Ar3pz,"2016-12-31 00:00:00",2257029,17150031
0OhJnjbEk9uP0J2Ar3pz,"2017-03-31 00:00:00",1621231,0
0OhJnjbEk9uP0J2Ar3pz,"2017-06-30 00:00:00",0,2411224
0OhJnjbEk9uP0J2Ar3pz,"2017-09-30 00:00:00",-45025,817756
0OhJnjbEk9uP0J2Ar3pz,"2017-12-31 00:00:00",0,0
0OhJnjbEk9uP0J2Ar3pz,"2018-03-31 00:00:00",1019690,0
0OhJnjbEk9uP0J2Ar3pz,"2018-06-30 00:00:00",1215255,4353029
0OhJnjbEk9uP0J2Ar3pz,"2018-09-30 00:00:00",0,5219550
0OhJnjbEk9uP0J2Ar3pz,"2018-12-31 00:00:00",0,11776441
0OhJnjbEk9uP0J2Ar3pz,"2019-03-31 00:00:00",0,26551790
0OhJnjbEk9uP0J2Ar3pz,"2019-06-30 00:00:00",891083,3777698
0OhJnjbEk9uP0J2Ar3pz,"2019-09-30 00:00:00",0,12434344
0OhJnjbEk9uP0J2Ar3pz,"2019-12-31 00:00:00",0,0
0OhJnjbEk9uP0J2Ar3pz,"2020-03-31 00:00:00",1688888,3654616
0OhJnjbEk9uP0J2Ar3pz,"2020-06-30 00:00:00",-605,0
0OhJnjbEk9uP0J2Ar3pz,"2020-09-30 00:00:00",-43700,0
0OhJnjbEk9uP0J2Ar3pz,"2020-12-31 00:00:00",1869744,3437244
0OhJnjbEk9uP0J2Ar3pz,"2021-03-31 00:00:00",0,0
0OhJnjbEk9uP0J2Ar3pz,"2021-06-30 00:00:00",420538,818948
0rfggss424g7c1rbhxux,"2013-12-31 00:00:00",0,0
0rfggss424g7c1rbhxux,"2014-03-31 00:00:00",-5685728,617769
0rfggss424g7c1rbhxux,"2014-06-30 00:00:00",0,0
0rfggss424g7c1rbhxux,"2014-09-30 00:00:00",15417721,0
0rfggss424g7c1rbhxux,"2014-12-31 00:00:00",29665543,0
0rfggss424g7c1rbhxux,"2015-03-31 00:00:00",2739474,11411790
0rfggss424g7c1rbhxux,"2015-06-30 00:00:00",13611615,4516812
0rfggss424g7c1rbhxux,"2015-09-30 00:00:00",26415956,494909
0rfggss424g7c1rbhxux,"2015-12-31 00:00:00",0,0
0rfggss424g7c1rbhxux,"2016-03-31 00:00:00",2739473,30847149
0rfggss424g7c1rbhxux,"2016-06-30 00:00:00",19490538,14696771
0rfggss424g7c1rbhxux,"2016-09-30 00:00:00",17393297,1530161
0rfggss424g7c1rbhxux,"2016-12-31 00:00:00",0,0
0rfggss424g7c1rbhxux,"2017-03-31 00:00:00",13078468,670497
0rfggss424g7c1rbhxux,"2017-06-30 00:00:00",-244266,975209
0rfggss424g7c1rbhxux,"2017-09-30 00:00:00",3283938,1724364
0rfggss424g7c1rbhxux,"2017-12-31 00:00:00",39218380,15342998
0rfggss424g7c1rbhxux,"2018-03-31 00:00:00",19845385,0
0rfggss424g7c1rbhxux,"2018-06-30 00:00:00",6611356,1327829
0rfggss424g7c1rbhxux,"2018-09-30 00:00:00",3186938,1566055
0rfggss424g7c1rbhxux,"2018-12-31 00:00:00",45268343,19622496
0rfggss424g7c1rbhxux,"2019-03-31 00:00:00",0,0
0rfggss424g7c1rbhxux,"2019-06-30 00:00:00",4957228,44036727
0rfggss424g7c1rbhxux,"2019-09-30 00:00:00",0,0
0rfggss424g7c1rbhxux,"2019-12-31 00:00:00",3927923,98697348
0rfggss424g7c1rbhxux,"2020-03-31 00:00:00",1795357,7621767
0rfggss424g7c1rbhxux,"2020-06-30 00:00:00",0,0
0rfggss424g7c1rbhxux,"2020-09-30 00:00:00",2962763,826176
0rfggss424g7c1rbhxux,"2020-12-31 00:00:00",0,0
0rfggss424g7c1rbhxux,"2021-03-31 00:00:00",1303471,11823948
0rfggss424g7c1rbhxux,"2021-06-30 00:00:00",0,0
0ri4vpbc8xitqiw9a7b8,"2013-12-31 00:00:00",0,0
0ri4vpbc8xitqiw9a7b8,"2014-03-31 00:00:00",21450000,0
0ri4vpbc8xitqiw9a7b8,"2014-06-30 00:00:00",36600000,0
0ri4vpbc8xitqiw9a7b8,"2014-09-30 00:00:00",18600000,0
0ri4vpbc8xitqiw9a7b8,"2014-12-31 00:00:00",8100000,0
0ri4vpbc8xitqiw9a7b8,"2015-03-31 00:00:00",3000000,0
0ri4vpbc8xitqiw9a7b8,"2015-06-30 00:00:00",4500000,1868255
0ri4vpbc8xitqiw9a7b8,"2015-09-30 00:00:00",7950000,0
0ri4vpbc8xitqiw9a7b8,"2015-12-31 00:00:00",0,0
0ri4vpbc8xitqiw9a7b8,"2016-03-31 00:00:00",0,0
0ri4vpbc8xitqiw9a7b8,"2016-06-30 00:00:00",4200000,3084630
0ri4vpbc8xitqiw9a7b8,"2016-09-30 00:00:00",0,5396344
0ri4vpbc8xitqiw9a7b8,"2016-12-31 00:00:00",2700000,0
0ri4vpbc8xitqiw9a7b8,"2017-03-31 00:00:00",0,9745173
0ri4vpbc8xitqiw9a7b8,"2017-06-30 00:00:00",0,0
0ri4vpbc8xitqiw9a7b8,"2017-09-30 00:00:00",0,24858427
0ri4vpbc8xitqiw9a7b8,"2017-12-31 00:00:00",0,0
0ri4vpbc8xitqiw9a7b8,"2018-03-31 00:00:00",0,0
0ri4vpbc8xitqiw9a7b8,"2018-06-30 00:00:00",6750000,0
0ri4vpbc8xitqiw9a7b8,"2018-09-30 00:00:00",0,23527738
0ri4vpbc8xitqiw9a7b8,"2018-12-31 00:00:00",0,0
0ri4vpbc8xitqiw9a7b8,"2019-03-31 00:00:00",0,31199977
0ri4vpbc8xitqiw9a7b8,"2019-06-30 00:00:00",0,62738045
0ri4vpbc8xitqiw9a7b8,"2019-09-30 00:00:00",0,38626769
0ri4vpbc8xitqiw9a7b8,"2019-12-31 00:00:00",0,0
0ri4vpbc8xitqiw9a7b8,"2020-03-31 00:00:00",0,4242877
0ri4vpbc8xitqiw9a7b8,"2020-06-30 00:00:00",403905,12387607
0ri4vpbc8xitqiw9a7b8,"2020-09-30 00:00:00",0,8480843
0ri4vpbc8xitqiw9a7b8,"2020-12-31 00:00:00",1713164,58746328
0ri4vpbc8xitqiw9a7b8,"2021-03-31 00:00:00",0,22392627
0ri4vpbc8xitqiw9a7b8,"2021-06-30 00:00:00",0,13416386
0y1iprqp200ulazb5mjq,"2018-06-30 00:00:00",0,0
0y1iprqp200ulazb5mjq,"2018-09-30 00:00:00",67105903,0
0y1iprqp200ulazb5mjq,"2018-12-31 00:00:00",21408559,0
0y1iprqp200ulazb5mjq,"2019-03-31 00:00:00",144750156,56910681
0y1iprqp200ulazb5mjq,"2019-06-30 00:00:00",0,0
0y1iprqp200ulazb5mjq,"2019-09-30 00:00:00",-54430697,-56770632
0y1iprqp200ulazb5mjq,"2019-12-31 00:00:00",29580764,3832471
0y1iprqp200ulazb5mjq,"2020-03-31 00:00:00",70817734,0
0y1iprqp200ulazb5mjq,"2020-06-30 00:00:00",45113565,0
0y1iprqp200ulazb5mjq,"2020-09-30 00:00:00",47148280,622436
0y1iprqp200ulazb5mjq,"2020-12-31 00:00:00",27830388,0
0y1iprqp200ulazb5mjq,"2021-03-31 00:00:00",48450021,82790948
0y1iprqp200ulazb5mjq,"2021-06-30 00:00:00",10350119,11943949
12s33xgz5jxwy8v5wi5c,"2020-03-31 00:00:00",0,0
12s33xgz5jxwy8v5wi5c,"2020-06-30 00:00:00",0,0
12s33xgz5jxwy8v5wi5c,"2020-09-30 00:00:00",26000000,19238
12s33xgz5jxwy8v5wi5c,"2020-12-31 00:00:00",40400000,0
12s33xgz5jxwy8v5wi5c,"2021-03-31 00:00:00",24000000,0
12s33xgz5jxwy8v5wi5c,"2021-06-30 00:00:00",38600000,0
14f1f2egxqjhydex1i2w,"2021-03-31 00:00:00",0,0
14f1f2egxqjhydex1i2w,"2021-06-30 00:00:00",0,0
1b15u81m10glzmdd2vc0,"2018-03-31 00:00:00",0,0
1b15u81m10glzmdd2vc0,"2018-06-30 00:00:00",0,0
1b15u81m10glzmdd2vc0,"2018-09-30 00:00:00",35539666,0
1b15u81m10glzmdd2vc0,"2018-12-31 00:00:00",16858185,0
1b15u81m10glzmdd2vc0,"2019-03-31 00:00:00",43306374,0
1b15u81m10glzmdd2vc0,"2019-06-30 00:00:00",48237154,0
1b15u81m10glzmdd2vc0,"2019-09-30 00:00:00",44585816,0
1b15u81m10glzmdd2vc0,"2019-12-31 00:00:00",17278248,24248674
1b15u81m10glzmdd2vc0,"2020-03-31 00:00:00",4630483,25116584
1b15u81m10glzmdd2vc0,"2020-06-30 00:00:00",51714902,14079261
1b15u81m10glzmdd2vc0,"2020-09-30 00:00:00",27446988,256064
1b15u81m10glzmdd2vc0,"2020-12-31 00:00:00",32310349,1273045
1b15u81m10glzmdd2vc0,"2021-03-31 00:00:00",8293057,0
1b15u81m10glzmdd2vc0,"2021-06-30 00:00:00",17394033,21766617
1bhqetsbpjlm6xbie933,"2019-06-30 00:00:00",0,0
1bhqetsbpjlm6xbie933,"2019-09-30 00:00:00",36375000,750000
1bhqetsbpjlm6xbie933,"2019-12-31 00:00:00",75000000,750000
1bhqetsbpjlm6xbie933,"2020-03-31 00:00:00",21375000,750000
1bhqetsbpjlm6xbie933,"2020-06-30 00:00:00",30000000,750000
1bhqetsbpjlm6xbie933,"2020-09-30 00:00:00",55500000,750000
1bhqetsbpjlm6xbie933,"2020-12-31 00:00:00",111750000,750000
1bhqetsbpjlm6xbie933,"2021-03-31 00:00:00",31125000,6170876
1bhqetsbpjlm6xbie933,"2021-06-30 00:00:00",137625000,749943
1hrol9krxp6xqlgyu94a,"2017-03-31 00:00:00",0,0
1hrol9krxp6xqlgyu94a,"2017-06-30 00:00:00",41251520,0
1hrol9krxp6xqlgyu94a,"2017-09-30 00:00:00",0,0
1hrol9krxp6xqlgyu94a,"2017-12-31 00:00:00",25084864,0
1hrol9krxp6xqlgyu94a,"2018-03-31 00:00:00",15150144,0
1hrol9krxp6xqlgyu94a,"2018-06-30 00:00:00",48547200,0
1hrol9krxp6xqlgyu94a,"2018-09-30 00:00:00",17858480,0
1hrol9krxp6xqlgyu94a,"2018-12-31 00:00:00",30375754,0
1hrol9krxp6xqlgyu94a,"2019-03-31 00:00:00",32451071,0
1hrol9krxp6xqlgyu94a,"2019-06-30 00:00:00",19202567,0
1hrol9krxp6xqlgyu94a,"2019-09-30 00:00:00",37434578,0
1hrol9krxp6xqlgyu94a,"2019-12-31 00:00:00",0,0
1hrol9krxp6xqlgyu94a,"2020-03-31 00:00:00",42505139,0
1hrol9krxp6xqlgyu94a,"2020-06-30 00:00:00",0,49816499
1hrol9krxp6xqlgyu94a,"2020-09-30 00:00:00",0,0
1hrol9krxp6xqlgyu94a,"2020-12-31 00:00:00",0,25810286
1hrol9krxp6xqlgyu94a,"2021-03-31 00:00:00",0,17441339
1hrol9krxp6xqlgyu94a,"2021-06-30 00:00:00",0,0
1oapg24mclvcqvnze6dk,"2018-12-31 00:00:00",0,0
1oapg24mclvcqvnze6dk,"2019-03-31 00:00:00",31051091,0
1oapg24mclvcqvnze6dk,"2019-06-30 00:00:00",18872549,0
1oapg24mclvcqvnze6dk,"2019-09-30 00:00:00",-950229,232727
1oapg24mclvcqvnze6dk,"2019-12-31 00:00:00",0,0
1oapg24mclvcqvnze6dk,"2020-03-31 00:00:00",0,0
1oapg24mclvcqvnze6dk,"2020-06-30 00:00:00",0,0
1oapg24mclvcqvnze6dk,"2020-09-30 00:00:00",3179166,393062
1oapg24mclvcqvnze6dk,"2020-12-31 00:00:00",0,6653638
1oapg24mclvcqvnze6dk,"2021-03-31 00:00:00",2783463,144490
1oapg24mclvcqvnze6dk,"2021-06-30 00:00:00",0,0
1rmffc6texfebq4n7ra4,"2017-12-31 00:00:00",0,0
1rmffc6texfebq4n7ra4,"2018-03-31 00:00:00",76316757,0
1rmffc6texfebq4n7ra4,"2018-06-30 00:00:00",19721712,0
1rmffc6texfebq4n7ra4,"2018-09-30 00:00:00",0,0
1rmffc6texfebq4n7ra4,"2018-12-31 00:00:00",152015316,4944239
1rmffc6texfebq4n7ra4,"2019-03-31 00:00:00",36393848,0
1rmffc6texfebq4n7ra4,"2019-06-30 00:00:00",8284488,0
1rmffc6texfebq4n7ra4,"2019-09-30 00:00:00",35506729,403
1rmffc6texfebq4n7ra4,"2019-12-31 00:00:00",23808417,0
1rmffc6texfebq4n7ra4,"2020-03-31 00:00:00",0,0
1rmffc6texfebq4n7ra4,"2020-06-30 00:00:00",24915651,0
1rmffc6texfebq4n7ra4,"2020-09-30 00:00:00",20160050,5740886
1rmffc6texfebq4n7ra4,"2020-12-31 00:00:00",64341233,10402337
1rmffc6texfebq4n7ra4,"2021-03-31 00:00:00",1225952,31765048
1rmffc6texfebq4n7ra4,"2021-06-30 00:00:00",97848133,11019848
1ts069ug8kvsp58lpbpm,"2018-06-30 00:00:00",0,0
1ts069ug8kvsp58lpbpm,"2018-09-30 00:00:00",17100000,0
1ts069ug8kvsp58lpbpm,"2018-12-31 00:00:00",7200000,0
1ts069ug8kvsp58lpbpm,"2019-03-31 00:00:00",900000,0
1ts069ug8kvsp58lpbpm,"2019-06-30 00:00:00",9179402,0
1ts069ug8kvsp58lpbpm,"2019-09-30 00:00:00",15050000,0
1ts069ug8kvsp58lpbpm,"2019-12-31 00:00:00",25550000,0
1ts069ug8kvsp58lpbpm,"2020-03-31 00:00:00",2800000,0
1ts069ug8kvsp58lpbpm,"2020-06-30 00:00:00",31850000,0
1ts069ug8kvsp58lpbpm,"2020-09-30 00:00:00",29352733,0
1ts069ug8kvsp58lpbpm,"2020-12-31 00:00:00",26379799,0
1ts069ug8kvsp58lpbpm,"2021-03-31 00:00:00",40432575,1220856
1ts069ug8kvsp58lpbpm,"2021-06-30 00:00:00",23359007,9838008
29uzxs9542lntiz31r0a,"2013-03-31 00:00:00",0,0
29uzxs9542lntiz31r0a,"2013-06-30 00:00:00",20000000,0
29uzxs9542lntiz31r0a,"2013-09-30 00:00:00",20000000,0
29uzxs9542lntiz31r0a,"2013-12-31 00:00:00",80000000,0
29uzxs9542lntiz31r0a,"2014-03-31 00:00:00",48000000,0
29uzxs9542lntiz31r0a,"2014-06-30 00:00:00",64000000,0
29uzxs9542lntiz31r0a,"2014-09-30 00:00:00",48000000,0
29uzxs9542lntiz31r0a,"2014-12-31 00:00:00",20000000,0
29uzxs9542lntiz31r0a,"2015-03-31 00:00:00",40000000,0
29uzxs9542lntiz31r0a,"2015-06-30 00:00:00",20000000,0
29uzxs9542lntiz31r0a,"2015-09-30 00:00:00",0,0
29uzxs9542lntiz31r0a,"2015-12-31 00:00:00",20000000,0
29uzxs9542lntiz31r0a,"2016-03-31 00:00:00",0,0
29uzxs9542lntiz31r0a,"2016-06-30 00:00:00",0,0
29uzxs9542lntiz31r0a,"2016-09-30 00:00:00",0,0
29uzxs9542lntiz31r0a,"2016-12-31 00:00:00",0,0
29uzxs9542lntiz31r0a,"2017-03-31 00:00:00",0,31871299
29uzxs9542lntiz31r0a,"2017-06-30 00:00:00",0,28000000
29uzxs9542lntiz31r0a,"2017-09-30 00:00:00",0,31871299
29uzxs9542lntiz31r0a,"2017-12-31 00:00:00",0,39839124
29uzxs9542lntiz31r0a,"2018-03-31 00:00:00",0,0
29uzxs9542lntiz31r0a,"2018-06-30 00:00:00",0,0
29uzxs9542lntiz31r0a,"2018-09-30 00:00:00",0,0
29uzxs9542lntiz31r0a,"2018-12-31 00:00:00",0,0
29uzxs9542lntiz31r0a,"2019-03-31 00:00:00",0,40000000
29uzxs9542lntiz31r0a,"2019-06-30 00:00:00",0,0
29uzxs9542lntiz31r0a,"2019-09-30 00:00:00",0,0
29uzxs9542lntiz31r0a,"2019-12-31 00:00:00",0,20000000
29uzxs9542lntiz31r0a,"2020-03-31 00:00:00",0,0
29uzxs9542lntiz31r0a,"2020-06-30 00:00:00",0,0
29uzxs9542lntiz31r0a,"2020-09-30 00:00:00",0,11154955
29uzxs9542lntiz31r0a,"2020-12-31 00:00:00",0,0
29uzxs9542lntiz31r0a,"2021-03-31 00:00:00",0,0
29uzxs9542lntiz31r0a,"2021-06-30 00:00:00",0,45967825
2gsdadg826vsvh96yydj,"2014-09-30 00:00:00",0,0
2gsdadg826vsvh96yydj,"2014-12-31 00:00:00",8291372,0
2gsdadg826vsvh96yydj,"2015-03-31 00:00:00",0,0
2gsdadg826vsvh96yydj,"2015-06-30 00:00:00",10608304,0
2gsdadg826vsvh96yydj,"2015-09-30 00:00:00",16436176,0
2gsdadg826vsvh96yydj,"2015-12-31 00:00:00",11381618,360156
2gsdadg826vsvh96yydj,"2016-03-31 00:00:00",0,0
2gsdadg826vsvh96yydj,"2016-06-30 00:00:00",0,0
2gsdadg826vsvh96yydj,"2016-09-30 00:00:00",0,0
2gsdadg826vsvh96yydj,"2016-12-31 00:00:00",3470587,179224
2gsdadg826vsvh96yydj,"2017-03-31 00:00:00",15312860,325239
2gsdadg826vsvh96yydj,"2017-06-30 00:00:00",8977323,0
2gsdadg826vsvh96yydj,"2017-09-30 00:00:00",49081012,17318699
2gsdadg826vsvh96yydj,"2017-12-31 00:00:00",-8118994,20340
2gsdadg826vsvh96yydj,"2018-03-31 00:00:00",0,0
2gsdadg826vsvh96yydj,"2018-06-30 00:00:00",0,0
2gsdadg826vsvh96yydj,"2018-09-30 00:00:00",0,0
2gsdadg826vsvh96yydj,"2018-12-31 00:00:00",5681486,0
2gsdadg826vsvh96yydj,"2019-03-31 00:00:00",0,0
2gsdadg826vsvh96yydj,"2019-06-30 00:00:00",641373,641373
2gsdadg826vsvh96yydj,"2019-09-30 00:00:00",606072,0
2gsdadg826vsvh96yydj,"2019-12-31 00:00:00",1340938,22721234
2gsdadg826vsvh96yydj,"2020-03-31 00:00:00",1074891,51442538
2gsdadg826vsvh96yydj,"2020-06-30 00:00:00",0,0
2gsdadg826vsvh96yydj,"2020-09-30 00:00:00",-5242,0
2gsdadg826vsvh96yydj,"2020-12-31 00:00:00",5475800,16949646
2gsdadg826vsvh96yydj,"2021-03-31 00:00:00",0,0
2gsdadg826vsvh96yydj,"2021-06-30 00:00:00",2353654,28779214
2pf202x8sn2mltpotabw,"2013-12-31 00:00:00",0,0
2pf202x8sn2mltpotabw,"2014-03-31 00:00:00",6073500,0
2pf202x8sn2mltpotabw,"2014-06-30 00:00:00",0,0
2pf202x8sn2mltpotabw,"2014-09-30 00:00:00",5162016,0
2pf202x8sn2mltpotabw,"2014-12-31 00:00:00",16526268,0
2pf202x8sn2mltpotabw,"2015-03-31 00:00:00",0,0
2pf202x8sn2mltpotabw,"2015-06-30 00:00:00",14607377,47697
2pf202x8sn2mltpotabw,"2015-09-30 00:00:00",13089882,54276
2pf202x8sn2mltpotabw,"2015-12-31 00:00:00",12499907,0
2pf202x8sn2mltpotabw,"2016-03-31 00:00:00",0,0
2pf202x8sn2mltpotabw,"2016-06-30 00:00:00",4617482,0
2pf202x8sn2mltpotabw,"2016-09-30 00:00:00",19389335,81541
2pf202x8sn2mltpotabw,"2016-12-31 00:00:00",4172082,11562394
2pf202x8sn2mltpotabw,"2017-03-31 00:00:00",7863418,0
2pf202x8sn2mltpotabw,"2017-06-30 00:00:00",2661876,10848385
2pf202x8sn2mltpotabw,"2017-09-30 00:00:00",1390213,5100517
2pf202x8sn2mltpotabw,"2017-12-31 00:00:00",6850694,19686706
2pf202x8sn2mltpotabw,"2018-03-31 00:00:00",7504618,1366594
2pf202x8sn2mltpotabw,"2018-06-30 00:00:00",2181030,23728601
2pf202x8sn2mltpotabw,"2018-09-30 00:00:00",4421422,452331
2pf202x8sn2mltpotabw,"2018-12-31 00:00:00",0,2158725
2pf202x8sn2mltpotabw,"2019-03-31 00:00:00",2349494,2023491
2pf202x8sn2mltpotabw,"2019-06-30 00:00:00",5169590,282377
2pf202x8sn2mltpotabw,"2019-09-30 00:00:00",0,19068163
2pf202x8sn2mltpotabw,"2019-12-31 00:00:00",3309427,27175014
2pf202x8sn2mltpotabw,"2020-03-31 00:00:00",0,0
2pf202x8sn2mltpotabw,"2020-06-30 00:00:00",0,0
2pf202x8sn2mltpotabw,"2020-09-30 00:00:00",0,0
2pf202x8sn2mltpotabw,"2020-12-31 00:00:00",3225958,22917071
2pf202x8sn2mltpotabw,"2021-03-31 00:00:00",0,0
2pf202x8sn2mltpotabw,"2021-06-30 00:00:00",371601,1733420
395fdc2lufai9sq18foo,"2015-06-30 00:00:00",0,0
395fdc2lufai9sq18foo,"2015-09-30 00:00:00",3625000,24956
395fdc2lufai9sq18foo,"2015-12-31 00:00:00",0,0
395fdc2lufai9sq18foo,"2016-03-31 00:00:00",5000000,22723
395fdc2lufai9sq18foo,"2016-06-30 00:00:00",1500000,0
395fdc2lufai9sq18foo,"2016-09-30 00:00:00",1750000,0
395fdc2lufai9sq18foo,"2016-12-31 00:00:00",8000000,0
395fdc2lufai9sq18foo,"2017-03-31 00:00:00",6125000,0
395fdc2lufai9sq18foo,"2017-06-30 00:00:00",375000,1854099
395fdc2lufai9sq18foo,"2017-09-30 00:00:00",2125000,0
395fdc2lufai9sq18foo,"2017-12-31 00:00:00",1500000,0
395fdc2lufai9sq18foo,"2018-03-31 00:00:00",1750000,5874555
395fdc2lufai9sq18foo,"2018-06-30 00:00:00",0,1749183
395fdc2lufai9sq18foo,"2018-09-30 00:00:00",0,1893409
395fdc2lufai9sq18foo,"2018-12-31 00:00:00",2250000,0
395fdc2lufai9sq18foo,"2019-03-31 00:00:00",0,0
395fdc2lufai9sq18foo,"2019-06-30 00:00:00",2250000,2517890
395fdc2lufai9sq18foo,"2019-09-30 00:00:00",0,0
395fdc2lufai9sq18foo,"2019-12-31 00:00:00",0,0
395fdc2lufai9sq18foo,"2020-03-31 00:00:00",3250000,0
395fdc2lufai9sq18foo,"2020-06-30 00:00:00",0,7908691
395fdc2lufai9sq18foo,"2020-09-30 00:00:00",0,10466708
395fdc2lufai9sq18foo,"2020-12-31 00:00:00",0,4390192
395fdc2lufai9sq18foo,"2021-03-31 00:00:00",9467,12120766
395fdc2lufai9sq18foo,"2021-06-30 00:00:00",0,13097196
3g99z9xas3ihgxua8lt2,"2021-03-31 00:00:00",0,0
3g99z9xas3ihgxua8lt2,"2021-06-30 00:00:00",7500000,0
3oR7442vcPzZmIT7uDur,"2011-09-30 00:00:00",0,0
3oR7442vcPzZmIT7uDur,"2011-12-31 00:00:00",25500000,0
3oR7442vcPzZmIT7uDur,"2012-03-31 00:00:00",21750000,0
3oR7442vcPzZmIT7uDur,"2012-06-30 00:00:00",27749999,0
